179	39	2	6	7	7	7	6	7	6	6	6	6	6	5	6	5	6	5	6	5	5	5	1	6	6	6	4	3	4	3	2	2	2	4	1	2	3	3	2	2	2	2	1	4	5	5	4	1	3	2	3	2	2	3	2	2	2	2	3	4	3	4	1	2	2	2	1	3	3	2	3	2	3	3	4	2	1	3	3	3	3	2	4	4	3	4	4	4	4	2	2	1	3	2	3	3	1	2	3	80	7	2	3	1	5	4	5	4	4
181	37	2	6	6	3	5	6	6	5	6	6	3	5	5	6	6	6	6	5	3	4	4	4	5	5	5	5	4	4	4	4	4	1	1	1	1	1	1	2	1	4	4	1	3	4	4	4	1	1	1	2	1	1	2	1	1	5	5	3	2	2	3	1	3	3	2	2	3	3	1	2	1	1	1	2	1	1	1	1	1	1	1	3	4	3	5	5	5	5	1	1	2	1	3	3	4	1	4	3	 	3	1	2	0	4	4	5	3	5
204	23	2	6	4	3	5	4	6	6	5	5	6	7	6	6	4	5	5	6	6	6	6	6	6	5	5	2	4	2	2	1	1	2	3	2	2	4	5	4	3	3	3	3	5	2	3	3	1	2	2	2	3	3	4	3	4	2	2	5	5	5	5	4	2	5	3	2	4	3	4	4	4	5	4	3	3	2	4	5	5	4	5	4	4	4	2	2	2	2	1	1	1	1	2	2	1	1	2	0	10	1	2	3	1	4	2	4	2	3
213	33	1	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	4	4	4	7	7	7	7	1	3	1	3	3	3	5	2	1	1	4	5	1	4	2	2	4	5	4	4	4	1	4	2	2	2	4	3	3	2	4	4	4	4	2	4	4	3	4	3	2	4	4	3	2	2	1	5	5	1	2	2	3	3	3	1	1	3	3	5	5	5	5	1	1	1	1	2	4	2	1	4	3	150	3	3	2	0	4	4	3	2	3
220	23	1	5	7	4	7	6	5	5	6	4	5	5	5	5	5	4	6	5	5	5	6	6	6	6	6	3	3	4	3	3	3	2	2	2	2	4	4	5	5	3	3	2	5	3	3	3	1	3	2	2	2	2	2	2	2	2	2	3	3	3	3	2	2	2	2	2	3	2	2	3	2	3	2	2	2	2	2	3	2	2	3	2	3	3	4	4	4	4	1	1	1	1	4	3	3	1	2	0	200	2	2	2	1	4	5	5	5	4
226	43	2	4	3	6	6	6	3	5	5	6	7	7	7	7	7	6	6	6	6	6	6	3	6	5	3	5	5	5	4	4	2	2	2	1	2	4	4	1	1	2	2	1	4	4	4	4	1	4	1	2	1	1	1	2	1	3	2	5	4	3	5	1	2	4	3	1	1	1	1	1	1	1	1	3	1	1	4	1	1	1	1	5	4	4	4	4	5	5	1	1	1	1	5	5	5	2	2	2	50	2	2	3	1	5	4	5	4	5
240	26	2	6	7	4	7	7	5	4	5	7	7	7	7	7	6	6	7	6	7	7	7	7	7	7	7	4	4	4	5	4	5	1	2	1	1	1	4	6	5	1	1	5	5	4	4	4	1	1	1	1	1	1	4	2	4	1	1	5	5	2	3	1	2	2	3	2	4	3	1	3	1	1	1	1	3	2	2	1	1	1	1	5	5	4	5	5	5	5	1	1	1	1	4	4	4	4	8	1	130	1	2	2	0	5	3	5	4	5
258	18	2	4	5	4	3	4	4	3	4	5	5	5	5	5	4	6	5	5	4	4	4	4	4	5	4	4	5	5	4	4	4	2	2	2	2	3	4	1	1	3	3	1	2	3	4	3	1	3	2	2	2	1	3	1	1	3	3	3	3	3	2	2	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	4	1	1	1	1	4	4	3	4	3	0	60	0	2	1	0	4	5	3	3	4
278	24	1	5	5	3	6	6	6	4	5	6	5	5	5	6	4	6	6	4	6	7	7	7	7	6	7	3	4	4	3	3	2	2	1	2	2	2	2	2	2	2	2	2	2	4	4	4	1	2	3	2	1	3	4	3	2	1	1	3	3	2	1	2	1	1	1	1	1	1	2	1	1	1	1	3	3	4	2	2	3	1	3	2	2	3	3	4	4	4	1	4	2	3	2	4	3	4	2	1	20	3	2	2	1	5	5	5	5	5
279	18	2	3	4	4	7	5	7	7	6	6	6	7	7	6	6	6	5	5	5	4	5	7	6	4	7	5	5	5	4	4	4	1	1	2	2	1	1	1	1	3	3	1	3	3	4	3	1	1	1	1	2	3	1	2	1	1	1	3	3	3	3	1	3	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	4	3	3	4	5	5	4	3	3	3	3	4	4	4	4	3	0	60	0	1	2	0	5	5	3	4	4
292	33	2	6	6	5	6	6	6	7	7	7	6	7	6	6	6	6	6	6	6	5	6	7	6	6	6	5	4	5	4	5	5	1	1	1	1	1	1	1	1	2	2	1	1	5	5	5	1	1	2	3	1	1	3	1	2	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	5	5	5	5	3	4	3	4	5	5	4	1	4	2	137	2	1	2	0	4	4	5	3	5
300	25	2	6	7	5	7	7	6	6	6	5	7	7	7	6	5	6	6	6	5	7	7	5	6	6	5	4	3	4	3	3	2	4	3	2	2	4	4	3	2	1	1	4	3	4	4	4	1	2	1	2	2	3	3	2	2	3	3	3	4	3	3	2	3	2	2	2	2	2	2	1	1	2	3	4	2	2	3	1	1	1	2	1	2	2	4	4	4	4	3	4	3	4	4	4	4	1	3	3	40	3	2	2	1	4	4	4	2	4
2	33	1	6	5	5	7	5	6	5	6	4	4	5	6	4	7	6	7	7	4	4	4	4	3	6	6	4	4	4	4	4	3	2	4	2	1	4	4	6	6	1	2	2	2	5	4	4	2	3	3	4	2	2	3	2	3	2	1	2	3	3	3	2	3	2	3	2	4	4	4	2	2	2	4	3	1	2	5	3	2	3	1	4	4	4	5	4	4	4	1	1	2	2	4	5	5	1	5	2	110	2	2	2	0	4	4	4	3	5
16	24	2	6	6	5	7	6	7	7	7	6	6	6	6	6	6	6	6	6	6	5	5	6	5	6	6	3	4	3	3	3	2	2	2	2	2	1	1	2	5	2	2	1	3	3	4	3	2	2	1	1	2	3	3	3	2	2	2	4	4	4	3	1	3	2	2	1	2	2	2	2	2	1	4	5	2	2	1	1	3	3	3	4	4	5	4	4	4	4	1	2	1	1	3	3	3	3	3	1	50	1	1	2	1	2	1	2	2	2
20	27	1	5	6	3	7	5	5	5	6	5	5	5	6	6	5	6	6	5	6	5	5	6	6	6	6	3	3	3	2	3	2	2	3	1	1	2	2	5	5	2	2	6	6	4	3	2	2	4	3	3	4	4	3	5	4	5	5	4	3	4	4	2	2	3	3	2	3	3	2	3	4	2	5	5	2	3	4	4	4	4	3	3	4	4	4	3	3	3	1	1	1	1	3	3	2	1	4	0	85	4	2	2	1	4	4	4	3	4
21	27	2	7	6	1	4	6	4	5	6	4	4	6	6	6	6	6	6	6	5	4	4	4	6	6	6	4	2	4	4	4	4	2	2	2	2	2	3	5	5	3	3	4	5	2	4	3	2	5	3	4	3	3	4	4	3	5	5	3	3	3	3	2	2	3	2	3	4	3	2	4	4	3	4	4	2	2	2	2	4	3	3	3	4	4	3	4	3	4	1	1	1	1	2	2	2	1	5	2	80	2	1	1	0	4	1	4	2	4
25	24	2	7	6	3	5	6	6	7	6	5	5	6	6	5	6	6	5	5	7	6	6	7	6	6	5	4	2	3	4	4	4	3	3	2	2	4	4	5	6	2	3	5	5	2	3	2	2	4	2	4	3	3	3	2	3	4	3	4	3	2	2	3	2	3	4	3	4	3	2	3	3	2	4	4	3	2	2	2	3	1	1	4	4	3	3	2	2	3	1	1	1	1	3	3	3	1	4	2	100	2	2	2	0	4	4	3	3	4
26	23	2	6	6	6	7	6	6	6	7	7	6	6	6	6	6	7	7	7	5	7	6	7	7	6	7	5	5	5	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	5	5	5	2	3	1	3	2	1	4	1	2	1	1	4	4	3	4	1	1	3	2	1	1	1	1	1	1	1	1	1	1	3	5	1	1	1	1	4	3	4	5	5	5	4	1	3	1	3	3	4	3	1	3	0	100	3	1	2	0	4	5	5	5	4
30	33	2	6	5	3	6	6	5	5	6	6	5	6	5	6	6	6	6	6	7	7	7	7	7	6	6	3	3	3	3	3	3	2	4	2	3	3	3	5	5	3	3	4	4	3	3	3	2	2	2	2	1	3	4	3	4	4	4	3	3	3	3	3	3	3	3	3	3	3	2	3	3	2	2	2	2	2	2	1	1	1	1	4	4	4	4	5	5	5	1	1	1	1	4	4	3	1	6	1	125	2	3	2	0	4	4	4	2	2
31	25	1	5	5	6	5	5	5	5	5	6	6	6	6	6	5	5	6	6	5	5	5	5	6	6	6	2	2	2	4	3	3	2	2	2	2	5	4	5	3	2	2	5	5	4	3	4	2	4	3	3	2	2	4	3	3	2	2	4	3	3	5	4	3	3	2	2	3	4	4	4	3	4	5	5	2	2	3	2	3	4	3	3	3	3	4	4	4	4	1	2	1	2	2	2	2	1	2	2	50	3	4	2	1	4	4	4	4	3
45	27	2	6	6	6	6	6	7	6	7	5	5	6	6	6	7	7	6	7	4	5	4	6	5	5	5	3	4	4	4	4	4	2	2	2	3	2	2	2	3	5	5	4	5	3	4	3	2	4	3	3	2	3	4	3	3	4	4	3	3	3	3	3	4	2	2	1	3	2	2	2	2	2	4	4	4	4	4	3	5	3	2	3	3	3	4	4	4	2	1	3	1	3	1	2	2	1	4	2	90	2	2	2	0	5	5	5	5	5
46	21	2	6	6	6	6	6	7	7	7	7	7	6	6	6	6	7	7	6	5	3	3	3	6	6	6	1	2	3	1	1	1	2	2	2	2	2	2	5	5	5	2	5	5	4	4	4	2	4	2	1	3	4	5	5	5	5	5	5	5	5	5	5	3	4	5	5	5	5	5	2	3	4	5	5	1	1	3	2	4	3	1	4	4	5	4	4	4	4	1	1	1	3	2	4	1	5	3	1	150	2	1	2	1	2	1	4	1	4
48	52	2	3	6	6	6	7	6	6	6	6	6	6	6	6	6	7	7	6	6	6	6	6	6	6	6	4	3	4	2	2	3	2	2	3	3	2	2	2	4	3	3	2	2	5	4	5	2	4	3	2	2	2	4	3	3	3	3	4	3	4	3	3	3	3	2	3	2	2	3	3	3	2	3	3	2	3	4	3	3	3	2	4	3	4	4	4	4	4	1	1	1	1	4	4	2	5	3	1	95	3	2	2	1	5	5	5	5	5
49	32	1	3	6	3	3	3	3	4	3	3	3	3	3	4	3	3	3	3	4	3	3	3	3	4	3	3	2	2	3	3	3	2	2	3	3	2	3	2	3	5	5	2	3	3	3	3	2	4	4	3	2	2	3	5	4	4	3	3	3	3	3	4	2	4	4	1	3	5	3	4	3	3	4	4	3	2	5	4	2	4	2	3	3	4	3	3	4	3	1	1	1	1	2	2	2	1	3	0	75	3	2	2	1	5	4	5	4	4
53	23	2	4	6	4	6	5	6	6	6	6	6	6	4	6	3	3	5	4	7	7	7	4	7	4	4	4	4	4	3	3	3	4	1	2	2	2	3	3	4	3	3	3	3	5	3	4	2	3	2	2	3	2	3	2	3	3	2	2	2	2	2	2	2	2	1	1	2	3	2	2	2	3	4	4	3	3	2	1	2	1	1	2	2	2	4	4	3	2	5	3	5	5	5	5	5	1	3	3	1	4	2	3	1	5	4	4	4	3
55	24	2	7	6	3	7	6	6	6	6	7	6	7	7	7	6	6	6	6	6	7	7	7	7	7	7	1	4	2	2	2	1	4	5	1	1	3	3	3	5	5	5	3	5	4	5	5	2	1	3	4	3	3	4	5	3	4	4	4	5	4	4	5	4	4	3	3	2	4	3	2	3	2	5	5	4	3	2	3	2	2	2	1	1	2	3	3	4	4	1	1	1	1	2	2	1	1	2	2	80	2	3	2	0	4	4	5	4	2
58	30	1	5	5	5	5	6	4	3	4	4	5	5	6	5	5	4	5	4	6	6	6	6	6	6	6	4	4	4	3	3	3	4	3	2	2	2	3	3	3	2	5	3	5	3	3	3	2	1	2	2	1	2	3	3	3	4	4	3	3	3	2	1	2	1	2	1	3	3	3	2	3	2	3	3	2	2	3	1	2	1	2	4	4	3	4	4	4	4	1	2	1	2	4	4	4	1	3	2	35	2	3	2	0	4	4	4	4	3
61	39	2	4	5	3	5	7	2	2	4	4	7	7	7	6	4	6	6	6	6	5	6	6	6	6	6	4	4	5	2	2	2	2	2	2	2	2	3	3	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	4	4	3	3	2	2	2	2	1	3	2	3	2	3	2	3	3	2	2	2	3	3	2	2	2	2	2	4	4	4	4	1	1	1	1	4	4	2	1	3	1	20	3	3	2	1	5	3	5	4	5
66	30	2	4	7	4	5	6	7	6	6	6	7	6	6	6	6	7	6	6	6	6	6	7	7	7	7	3	4	4	4	3	4	1	1	1	1	1	2	2	1	2	1	1	3	5	5	5	2	3	3	4	1	2	4	4	5	1	1	4	4	3	3	1	2	2	1	1	3	2	2	2	1	1	2	2	3	2	2	1	1	1	1	3	3	5	5	5	5	5	1	5	1	5	3	3	3	1	2	3	100	4	1	3	0	4	5	4	4	3
67	24	2	6	6	4	5	6	5	5	6	5	5	5	5	5	4	4	4	4	6	6	6	5	6	5	5	4	4	4	4	4	3	2	2	2	2	4	4	3	3	2	3	4	4	4	3	3	2	2	2	3	2	2	4	4	3	3	3	3	3	3	3	2	2	3	2	3	3	3	2	2	3	2	3	4	2	2	2	2	3	2	2	4	4	4	3	3	3	3	1	1	2	2	2	2	3	1	3	3	80	3	2	2	0	4	4	4	4	3
69	26	1	5	3	1	4	5	3	3	3	3	5	6	5	5	3	3	3	3	4	5	5	4	4	6	5	4	3	3	3	3	3	2	2	2	3	3	4	2	2	3	2	5	5	3	4	4	2	4	2	2	4	4	4	3	4	4	5	3	3	3	3	2	2	4	3	3	4	3	2	3	3	3	5	5	2	2	2	3	4	4	4	4	4	4	2	2	2	4	2	1	1	1	4	2	2	1	2	0	120	2	3	2	1	5	4	4	4	5
72	21	2	5	6	3	5	4	5	6	5	4	5	5	6	5	6	6	6	6	6	5	5	5	6	6	6	2	3	4	2	2	3	1	2	2	2	2	3	4	3	2	2	2	4	3	3	3	2	3	2	4	2	2	3	5	4	5	5	4	4	4	4	3	2	3	3	3	4	3	2	4	4	3	4	5	3	2	4	2	2	2	1	3	4	4	4	4	4	5	1	2	1	1	4	4	4	1	2	1	80	2	1	2	0	4	2	5	4	2
75	42	2	4	3	2	3	3	2	3	4	3	4	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	4	4	3	3	3	3	3	3	4	3	3	3	3	3	3	1	1	4	3	4	2	3	2	3	3	2	3	2	2	2	2	4	4	4	4	2	2	3	1	2	2	3	3	2	2	3	3	3	3	2	3	2	2	4	1	3	4	3	4	4	4	4	3	3	3	3	4	4	4	2	3	3	100	3	1	2	1	5	5	5	4	5
76	43	2	6	6	3	3	5	5	4	5	5	5	4	5	5	5	5	5	5	5	4	5	5	5	5	5	4	4	4	4	4	4	2	2	2	2	2	3	2	2	3	3	2	2	4	3	4	2	3	3	2	1	2	3	3	3	3	3	4	4	4	3	2	2	3	2	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	4	4	3	4	4	4	4	2	3	2	2	4	4	3	1	5	1	42	1	1	2	0	5	5	4	2	4
78	42	1	5	6	4	7	6	7	7	6	5	5	6	6	5	5	6	6	6	6	6	6	6	6	7	7	4	2	4	3	3	3	5	4	2	2	3	2	5	4	2	2	4	3	3	3	4	2	2	2	2	2	2	3	2	2	3	3	4	4	4	3	2	1	4	2	1	3	2	2	3	2	2	4	4	2	2	2	2	4	2	2	3	4	3	4	4	4	4	2	2	2	2	4	3	3	1	3	2	 	3	3	2	1	4	5	4	5	5
79	40	2	6	6	5	6	6	7	6	6	7	7	7	6	7	6	6	6	6	6	7	7	7	6	7	5	4	3	3	3	3	3	1	6	1	2	1	1	2	2	2	2	1	2	5	4	4	2	3	2	3	2	2	3	1	3	2	3	3	3	2	2	1	1	1	1	1	3	3	2	3	1	1	4	4	1	1	1	1	3	1	1	5	5	2	3	4	2	3	1	1	1	1	4	4	3	1	8	2	98	2	1	2	0	5	4	4	5	5
83	20	2	2	7	7	6	6	5	5	5	4	4	6	5	5	3	5	5	5	5	6	6	6	6	5	5	4	4	4	3	3	4	2	2	1	2	5	3	2	1	2	3	1	2	5	3	4	2	1	1	1	1	3	4	2	1	1	2	5	5	4	3	3	1	1	2	1	2	3	3	2	2	2	1	1	1	4	3	1	2	1	1	3	3	4	4	4	4	5	1	4	4	4	2	2	3	1	2	2	500	2	1	1	1	5	2	4	5	5
85	37	2	7	6	6	7	6	7	7	7	7	7	7	6	7	7	6	7	7	5	5	5	6	6	6	5	4	4	4	4	4	4	1	3	1	1	1	1	1	2	2	2	1	1	5	4	4	2	2	1	2	1	1	2	2	2	3	3	3	3	2	2	1	2	1	1	1	1	1	2	2	2	2	3	3	1	2	2	1	2	2	1	3	4	2	5	5	5	5	1	3	3	3	4	4	4	1	2	1	100	2	2	2	0	5	5	5	2	4
90	40	2	6	6	3	6	6	7	6	6	6	6	6	6	6	6	6	6	6	3	5	5	5	5	5	5	4	4	4	4	2	4	2	2	1	1	1	1	4	3	2	2	2	2	4	4	4	2	4	2	4	1	1	4	1	3	5	5	4	4	2	4	3	2	2	2	1	3	3	2	2	2	2	1	1	3	3	4	2	3	2	2	4	4	3	4	4	4	4	1	2	2	2	4	4	2	1	7	0	50	3	2	2	1	4	1	4	3	2
92	25	2	5	7	7	7	7	3	3	4	5	5	6	7	5	4	4	4	4	7	7	7	6	7	7	6	2	1	2	4	2	3	4	4	2	2	6	6	6	5	1	1	5	6	3	2	3	2	2	2	5	3	3	5	5	5	2	2	5	5	5	3	2	2	1	3	1	4	4	3	5	5	2	5	5	2	2	3	3	4	4	3	3	2	2	2	2	3	3	1	1	1	1	4	4	4	1	3	3	100	3	2	2	0	4	4	5	4	4
94	21	2	5	5	4	4	4	5	5	4	4	4	4	4	4	4	5	4	4	4	3	3	3	4	3	3	3	3	3	2	2	2	2	2	3	3	4	4	4	5	3	3	4	4	3	3	3	2	3	3	5	4	4	3	2	4	3	3	4	4	4	4	4	2	2	2	2	4	2	4	3	4	2	4	4	4	3	5	2	2	3	2	4	4	4	3	2	2	2	1	1	1	1	2	2	2	1	3	2	 	2	1	2	1	5	5	5	5	5
104	25	2	6	7	7	7	7	3	7	7	7	7	6	6	7	7	7	6	7	5	7	7	7	6	7	7	4	4	4	2	2	2	4	2	2	2	1	2	1	1	1	3	1	1	5	5	5	2	3	1	3	1	1	2	3	1	3	4	4	4	3	3	1	1	1	2	1	3	1	1	1	1	2	1	1	2	2	1	1	2	1	1	1	1	1	4	4	4	4	1	4	2	4	5	5	5	1	5	2	200	2	2	2	1	5	4	5	5	5
107	41	2	6	6	6	7	7	6	6	6	6	6	6	7	6	6	7	6	6	7	7	6	7	7	7	6	4	4	4	5	4	4	1	5	1	1	1	2	6	1	1	1	6	6	3	3	4	2	3	2	2	1	3	3	2	2	3	3	2	2	2	1	1	1	3	1	2	4	4	4	4	3	4	3	3	4	1	4	1	2	1	1	5	5	5	4	4	5	5	1	3	1	3	2	2	2	1	6	2	100	2	2	1	0	5	5	3	5	5
112	25	2	6	5	6	6	7	6	6	7	7	7	7	7	7	7	7	7	7	6	7	7	7	7	6	6	4	4	4	4	4	4	1	1	1	1	1	2	2	2	2	2	2	5	5	4	5	2	3	2	3	3	3	4	3	3	4	4	3	3	2	2	2	2	2	2	1	2	2	2	2	3	2	3	3	3	3	3	4	4	3	3	4	4	3	2	2	2	3	1	1	1	1	2	2	2	4	6	3	35	3	2	 	0	3	4	3	4	2
114	29	2	7	7	5	5	6	6	6	6	6	6	6	6	6	6	6	6	6	1	6	6	7	6	6	6	4	4	4	3	2	3	5	2	2	2	1	3	3	2	2	2	2	2	3	2	3	2	2	2	2	3	3	4	2	3	4	3	4	4	3	4	3	2	2	2	2	3	3	2	2	1	2	2	4	3	2	2	2	2	2	2	2	3	2	2	2	2	2	1	1	1	1	2	4	4	1	3	1	4	3	1	2	0	3	4	5	4	2
117	25	1	6	6	5	6	7	6	6	6	5	6	6	6	6	5	6	6	6	6	6	6	6	6	6	6	3	3	4	4	2	3	2	2	2	2	2	4	5	4	2	2	5	6	3	3	3	2	4	3	4	3	4	4	4	4	4	4	3	3	3	3	2	2	3	2	2	4	4	2	3	2	4	4	4	2	2	3	3	4	3	2	4	4	4	4	4	4	4	1	2	1	3	3	2	2	4	4	3	80	3	3	2	1	3	4	5	4	3
121	40	2	7	7	7	7	7	7	6	7	7	7	7	7	7	7	7	7	7	4	6	6	7	7	7	6	4	4	4	5	4	4	1	1	1	1	1	1	1	1	3	2	1	1	4	4	4	2	3	3	3	1	1	3	3	2	3	3	3	3	3	2	2	1	1	1	1	2	2	2	2	2	2	3	3	2	3	3	3	3	2	2	4	4	3	3	3	3	3	2	2	2	2	1	4	4	1	4	0	75	3	2	2	1	4	4	5	5	5
122	22	2	6	7	4	6	5	4	4	5	4	5	6	6	6	5	4	5	4	7	7	7	6	6	7	6	4	3	4	2	3	2	3	4	3	2	3	4	2	4	1	2	3	3	2	2	2	2	3	3	4	4	4	5	5	4	2	2	3	3	3	2	5	2	4	4	4	4	3	1	2	2	2	1	4	3	2	2	1	1	1	1	5	5	5	4	4	4	4	1	1	3	1	5	5	5	4	2	4	110	4	2	2	0	4	4	4	4	4
127	60	1	5	6	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	4	4	4	3	3	3	3	3	2	2	4	2	2	2	2	2	1	1	5	5	5	2	3	2	2	2	3	2	2	2	2	2	3	2	2	2	3	2	1	2	1	2	2	3	2	2	2	2	4	2	2	1	2	2	2	2	3	3	4	4	4	4	4	1	2	2	2	3	3	3	2	2	1	100	3	3	2	1	4	4	4	3	3
133	25	2	6	7	3	6	7	5	6	5	7	6	7	6	5	5	6	5	5	7	7	7	7	7	6	6	4	3	4	4	4	4	1	2	2	2	2	3	6	6	3	3	5	5	3	3	3	2	2	2	3	3	2	5	4	4	1	1	4	3	2	3	2	2	2	1	1	4	4	2	4	3	2	4	3	2	2	3	4	3	3	3	4	4	4	2	2	2	2	1	1	1	1	3	2	3	2	1	2	45	3	1	3	0	4	4	4	4	3
144	47	2	3	3	3	7	3	7	7	7	3	3	3	3	3	7	7	7	7	3	3	3	3	3	3	3	5	5	4	3	4	3	1	1	3	3	1	1	2	2	3	3	1	1	4	4	4	2	2	2	2	2	2	3	2	2	1	1	4	2	4	4	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	5	2	2	2	1	4	4	4	4	4	4	4	1	1	1	1	2	2	2	3	2	1	150	2	2	2	1	5	4	4	2	4
147	25	2	5	5	5	6	6	5	5	6	6	4	6	5	5	6	6	6	6	5	6	6	5	5	4	5	5	5	5	3	3	3	1	4	2	2	1	1	1	1	2	2	1	1	5	4	5	2	2	3	3	1	2	4	5	3	3	3	4	4	3	5	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	4	4	4	5	5	5	5	2	4	2	4	3	4	2	1	3	0	125	0	2	 	1	5	5	3	4	4
149	56	1	4	5	5	6	5	6	5	5	5	5	5	5	5	6	6	6	6	5	3	3	4	5	5	5	2	3	4	4	3	3	2	2	3	3	2	2	2	3	4	4	2	2	3	4	4	2	3	2	3	2	3	2	2	2	2	2	3	3	2	2	2	3	3	3	3	3	2	3	2	2	2	3	3	2	2	3	2	2	2	2	4	4	4	4	4	5	5	1	3	1	2	4	4	2	1	3	1	125	2	3	2	1	5	2	5	5	5
